unique_samplingProtocol_value,n_count
"14 1/8"" mesh Gee minnow traps",2
"4 1/4"" 9 1/8"" mesh Gee minnow traps",2
11  1/8-inch mesh  Gee minnow traps,2
10 1/8-inch  mesh Gee minnow traps,2
5 + 5 1/8-inch mesh  Gee minnow traps,2
60 foot shrimp trawl.,2
"6 ft IKMT DDPS 2 Dr, Wire out 350 ft",2
MRSNH01800000030_METH_007,2
MRSNH01800000030_METH_002,2
Flat shrimp trawl,2
"Rede de arrasto tipo ""pele""",2
Coleta manual em mergulho autônomo,2
Linha e anzol,2
"50, 70, and 100 cm nets. Mouth circular.",2
Censo visual de organismos | Registro de información,2
dredged offshore,2
from inside whelk egg cass masses,2
trawls,2
"long-handled dip nets, bag seine",2
Shore dipnet,2
Otter Trawl on bottom,2
70 ft. otter trawl,2
"spear, dip net, hand",2
"hand lead, 6 hemp tangles",2
YOKOSUKA/SHINKAI 6500/Bottle 2,2
"NATSUSHIMA/HYPER-DOLPHIN/MBARI core sampler, Multiple canister",2
IKPT net; mesh size: 1 mm; horizontal tow; wire out: 257 m,2
Trampa para camarón,2
Piston Corer Muestra de macrofauna (500 µm) - Horizonte 2 (6 cm),2
Trappe Alaska,2
Baited fishing hooks,2
fishermens' net,2
snorkeling and handcollecting,2
Rede de pesca,2
"deep plankton haul, 1296m wire out",2
"10 ft. seine, long-handled dip nets",2
commercial trap,2
"rod & line, snagged with treble hook",2
"gill net (7"" stretched mesh nylon)",2
hook & line w/Stolephorus bait,2
9 ft Agassiz trawl,2
9 ft. Albatross-Blake trawl,2
12' TANNER TRAWL,2
8 ft. Agassiz beam trawl & mud bag,2
Dredge - Interocean. 407,2
"{""Method"":""trawl"",""CaptureMethod"":""mitigation device"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Silver warehou""}",2
YOKOSUKA/push corer,2
SHINSEI MARU/Crambon/slurp gun,2
scuba - speared,2
King crab net,2
prawn traps,2
"30' midwater trawl, 35 fms. cable out",2
25 foot Agassiz trawl,2
Trawl fishery,2
"LIGHT, NETS",2
MRMLN00100000112_METH_001,2
Trynet,2
TOW,2
DRAGGER,2
25-60mab,2
1000 m wire,2
fish-luring lamp; a dip net (mesh size 0.2 mm),2
IKMT-10',2
"plankton-haul. References: Steuer A. 1935. The fishery grounds near Alexandria. 1. Preliminary Report, Notes and Memoirs No 8. Fisheries Research Directorate, Egypt.",2
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=680,2
40-100mab,2
"{""Method"":""trawl"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Common warehou""}",2
"ROTENONE, DIPNETS, STOP NETS",2
1/8 INCH MESH SEINE,2
Observed from vessel,2
Fishing boats,2
OTSB,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Orange roughy"",""MitigationMethod"":""baffler""}",2
Manila-Heringstrawl,2
MRMLN00200000038_METH_001,2
"{""Method"":""surface longline"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Southern bluefin tuna"",""MitigationMethod"":""tori""}",2
"PT,1,40",2
180´-Herings BT,2
MT  1600,2
ORI-100 net; wire out: S(30) m; towing duration: 30 min.; wire angle: 49 deg.,2
Harpune,2
"Sampling Gear: Open Ringtrawl, 300 cm in diameter, meshes 24-18-12 mm, mouth to end. Length of wire (m): 1000. Duration of haul (minutes): 90",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Snapper"",""MitigationMethod"":""baffler""}",2
"Sampling Gear: Stramin-net, open, conical, 200 cm in diameter at opening, 1mm mesh size. Length of wire (m): 100. Duration of haul (minutes): 60",2
"Sampling Gear: Stramin-net, open, conical, 200 cm in diameter at opening, 1mm mesh size. Length of wire (m): 38. Duration of haul (minutes): 30",2
Heringstrawl 1600,2
MRMLN00100000108_METH_001,2
MRMLN0010000013D_METH_001,2
"Sampling Gear: Stramin-net, open, conical, 200 cm in diameter at opening, 1mm mesh size. Length of wire (m): 25. Duration of haul (minutes): 90",2
"Sampling Gear: Silk-net, open, conical, 100 cm in diameter at opening, gauze No. 3, 0.333mm mesh size. Length of wire (m): 800. Duration of haul (minutes): 45",2
seine 1/4 in.,2
Gill-Net,2
SET SEINES,2
SEINE AND DIPNETS,2
225'-Grundschleppnetz,2
IKMT-Hol 81,2
200' - Grundschleppnetz,2
TrawlType=B.TR. 35.5; WarpLengthInM=1400,2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":""sled, baffler, other""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":sled, baffler""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Hoki"",""MitigationEquipment"":none""}",2
"{""Method"":""trawl"",""CaptureMethod"":""warp or door"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Orange roughy"",""MitigationEquipment"":baffler""}",2
HABITAT TRAP (FLAT CLOSING),2
60 FOOT BAG SEINE,2
"LIGHT, DIP NETS, LINES",2
MRMLN004000000DD_METH_001,2
Picked from one lot of shell sand,2
MRCCW16300000009_METH_006,2
"HOOK & LINE, 24 INCH DIAMETER LANDING NET",2
"Sampling Gear: Dredge, rectangular opening, 27x117 cm, 1mm mesh size, horizontal haul. Length of wire (m): 25. Duration of haul (minutes): 10",2
"20 FOOT, 1/2 INCH MESH TRY NET",2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Jack mackerel"",""MitigationEquipment"":""baffler, other""}",2
LIFT NET,2
EXPERIMENTAL GILL NET;HOOK AND LINE,2
1216 PT,2
"{""Method"":""bottom longline"",""CaptureMethod"":""unknown"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Ling""}",2
"{""Method"":""trawl"",""CaptureMethod"":""mitigation device"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Ling"",""MitigationEquipment"":tori, baffler""}",2
Van Dorn,2
DREDGE HAUL,2
9 METER BAG SEINE,2
fishing line,2
10 FOOT TRYNET TRAWL,2
SEINING,2
panel submerged 6 Jun 1977,2
"DIPNETS, 6 FOOT SEINE",2
"espinhel de fundo, anzol nº3",2
Deep-sea trawl,2
panel submerged 27 Apr 1976,2
Durante muestreo de caracol Pala,2
"SEINE, THROW NET",2
25 ft BAG SEINE,2
In nets,2
Blake trawl (five subsamples),2
MRCCW16300000011_METH_001,2
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Canister plankton No.6",2
KAIYO/HYPER-DOLPHIN/suction sampler,2
FISH NETS,2
"NATSUSHIMA/SHINKAI 2000/Manipulator, In big box",2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=1330,2
MRMLN00100000103_METH_001,2
large beam-trawl,2
prawn nets,2
Benthic skimmer,2
Screen,2
"YOKOSUKA/SHINKAI 6500/Slurp gun, Canister",2
"1"" trynet",2
MRMLN00200000039_METH_001,2
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, New Canister",2
DASSHDT00000188_METH_01,2
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Canister Bottom",2
Isaacs-Kidd mid-water trawl over 1084 m,2
Trap with bait,2
25’ trawl,2
Aqualung,2
Fine-mesh midwater trawl over 1700 m,2
Caught by dory fishermen on bottom-set longline.,2
40'W-B net,2
stake net,2
20-fm squid seine,2
56'flat trawl,2
seine (pool),2
"YOKOSUKA/SHINKAI 6500/Suction sampler, Canister bottle #5",2
ROTENONE AND SCUBA WITH DIPNET,2
Rauschert Dredge,2
IKPT net; mesh size: 0.5 mm; horizontal tow; wire out: 118 m,2
dipnet (?),2
nekton net,2
IKPT net; mesh size: 1.0 mm; oblique tow; wire out: 452 m,2
400m plankton tow,2
DSN:DA:TR:I.DEN.,2
DSN:DN:K,2
71 ft fish trawl,2
DIPNET & BY HAND,2
DN PART.,2
DRAG SEINE,2
Q:I.DEN.,2
dipnet & hydro light,2
DSN:DN:DA:TR(BA),2
died in tank,2
reg net tow,2
DSN:DA:K(PART),2
Large orange-peel grab-Mesh cone dredge,2
71 feet shrimp trawl,2
The observations of the nocturnal behavior,2
"Shore collection, underneath mussels",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Ling""}",2
"TUCKER TRAWL, 333 MESH",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Silver warehou""}",2
Taken by hook and line,2
TUCKER TRAWL NET 1(760 MESH),2
intake pumps,2
GearType =191 crab pots; set time=45hrs,2
"Surber, collected from 25 square feet",2
"ROTENONE & SCUBA, WITH DIPNETS & BY HAND",2
80'otter trawl,2
MRCCW3000000005E_METH_008,2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=710,2
YOKOSUKA/Attach to SFEMS,2
SHINSEI MARU/HYPER-DOLPHIN/Sample Box,2
NATSUSHIMA/HYPER-DOLPHIN/Manipulator or Slurp gun,2
"hydro photometer, Secchi disk, snapper, H2O bottles",2
Ruttner bottle at surface level,2
"Corazonador 0,16mᴓ y 20 cm de profundidad",2
80 foot otter trawl,2
70 ft bag seine,2
Nekton net.,2
1 m nekton net.,2
40-ft. flat net,2
224' shrimp trawl,2
Electro-shock,2
twin 40' flat trawls,2
"hand nets, slurp guns, quinaldine",2
"BONGO NET, 60 cm with .505mm MESH",2
"hook & line, parrot fish & seabass bait",2
1 lb. TNT,2
dead on shore,2
Small seine,2
lampara haul,2
12 foot Tanner beam trawl,2
"metre net, 2m net",2
one meter net,2
"{""Method"":""surface longline"",""CaptureMethod"":""hook"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Bigeye tuna"",""MitigationMethod"":""none""}",2
"ORI-100 net; wire out: 150, 75, S(25) m; towing duration: 10, 10, 10 min.; wire angle: 64 deg., 45 deg., 67 deg.",2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 1600. Duration of haul (minutes): 60",2
"Dredge, chain",2
Individuo incautado por la corporación Autonoma Regional del Magdalena-Corpamag,2
trawled dredge; subsamplingcoefficient: 0.211,2
trawled dredge; subsamplingcoefficient: 0.407,2
JNCCMNCR60000714_METH_001,2
MRMCS0200000002B_METH_001,2
"Sampling Gear: Silk-net, open, conical, 100 cm in diameter at opening, gauze No. 3, 0.333mm mesh size. Length of wire (m): Surf.. Duration of haul (minutes): 5",2
OTTER BEAM TRAWL,2
anchovy bait,2
type V electrofisher (425v),2
large fish scoop net (12'x 8'x 4'),2
poly Nor' eastern bottom trawl,2
"large otter trawl, 1222 m wire out",2
electrofisher (800 v.),2
hook & line w/ bait.,2
Me.24 Mid-trawl net,2
"Bottom trawl, 1750 m wire out.",2
dynomite,2
metre nets (3)/ night light,2
52-70 Eastern trawl,2
Net trap,2
"plastic minnow trap, raw meat bait",2
"Recolecta de sedimentos con draga Van Veen de 0.05 m^2. Lavado sobre tamiz de 500 µm, relajación con cloruro de magnesio, y fijación con formalina 10 %.",2
"{""Method"":""bottom longline"",""CaptureMethod"":""tangled"",""VesselLengthinMetres"":""6-17"",""TargetSpecies"":""Gurnard""}",2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=500,2
GL (Gill Net),2
trawled dredge; subsamplingcoefficient: 0.225,2
Suction dredge,2
1 m tow net and 70 cm tow net. Oblique tow,2
In beach drift after strong NW winds,2
fisherman's nets,2
Tangle Nets,2
Bennata,2
Red de arrastre,2
tuna longline,2
spear (scuba coll.),2
hook seine,2
40 FT. OTTER TRAWL,2
SCUBA; HAND & FENCE NETS.,2
1 m plankton net,2
Bait net.,2
Long line,2
30 min. surface,2
"2.5'x2.5'x6'x1/2"" hdware cloth trap",2
55' flat trawl,2
903-0m wire out,2
1200 M wire out,2
"light, dipnet",2
MRSNH01300000012_METH_001,2
Low tide after storm,2
Donor received as gift in February 1986,2
taken from nets,2
dreged,2
found in sand,2
trawled by scallop boats,2
Bourolle4,2
fish-baited longline & near-surface trolling,2
ELECTRIC SHOCKER,2
29 m OTTER TRAWL,2
hiari root (poison),2
Bottom sledge,2
clove oil and handnet,2
Seine haul.,2
Collected by hand.,2
GRT,2
Shrimps nets,2
tows with ORI net,2
Live-bait fishing,2
"Hand line, ship's side.",2
probably minnow trap,2
beach seine at night,2
CHALUT,2
dip nets & night light,2
11 Gee minnow traps,2
2 bags of powder & local soap.,2
"8 1/4"" & 10 1/8"" mesh Gee minnow traps",2
"10-12 1/8""and 1/4"" inch mesh Gee minnow traps",2
6 1/8-inch mesh  Gee minnow traps,2
"6 ft IKMT, dr DDPS, #8 mesh, Wire out 330 ft",2
"6 ft IKMT 2 dr DDPS, Wire out 660 ft",2
washing rocks and weeds,2
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Plankton canister #2",2
"KAIMEI/KM-ROV/Manipulator, small box?",2
GearType=Caught on ship,2
Rede de fundo n.1,2
fishing trawls,2
from stomach of cod,2
"5' Tanner beam trawl, 19 in. boat dredge",2
Dynamite station,2
surface tow net and 8 ft. Tanner beam trawl,2
DAP(SO):K,2
TR(BA):DN(5):DA,2
DSN:DA(TR-BA),2
YOKOSUKA/SHINKAI 6500/Box 4,2
IKPT net; mesh size: 1 mm; horizontal tow; wire out: 280 m,2
Donation,2
"GearType=Fish trap, dredge",2
Piston Corer Muestra de macrofauna (500 µm) - Horizonte 1 (3 cm),2
net of 0.5m mouth diameter,2
poison station.,2
palau spear gun,2
12' & 25' seines,2
"oyster dredge, townet, plankton net",2
"10', 1/4"" in minnow seine & 25' bag seine",2
poison sta.,2
"10 ft. bamboo pole, prawn bait",2
"rod & line, anchovy and pile worm bait",2
"rod & line, live fish bait",2
"midwater trawl, 50 ft. cable out",2
'regurgitated by albacore',2
intermediate tow-net,2
41’ otter trawl,2
"{""Method"":""trawl"",""CaptureMethod"":""other"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Orange roughy""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Jack mackerel""}",2
"{""Method"":""trawl"",""CaptureMethod"":""warp or door"",""VesselLengthinMetres"":""28-43"",""TargetSpecies"":""Scampi""}",2
"Observación ocasional, eclosión de torturgas marinas",2
box trap and minnow trap,2
SEAMAP trawl cruise,2
50' midwater trawl.,2
forty-foot otter trawl,2
ST 300 M.W.,2
2 meter trawl,2
ST 300,2
12 ft. Agassiz beam trawl,2
Sampling device : 1l bottle (microbiology)  -  Size filter : generally before 2007 1.2 micrometers and after 2007 0.7 micrometers,2
15 METER SEINE,2
200'-Bt,2
ST 264,2
small otter trawl at night,2
gill net II (3),2
IMPOUNDMENT NET OVERNIGHT,2
120'-BT,2
ST 263,2
SHAD NET,2
MRSNH03300000005_METH_004,2
seine net I (2),2
10 FT TRYNET,2
4000 m of wire,2
"8' Tanner trawl, ship trawl",2
FISH TRAP OVERNIGHT,2
MRUMU100000000C2_METH_002,2
TrawlType=M.TR. 108; HorizontalOpeningInM=60; VerticalOpeningInM=30; WarpLengthInM=480,2
YOKOSUKA/SHINKAI 6500/slurp gun,2
mittleres Brutnetz,2
TrawlType=B.TR. 28; HorizontalOpeningInM=17; VerticalOpeningInM=5; WarpLengthInM=630,2
"{""Method"":""surface longline"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Southern bluefin tuna"",""MitigationMethod"":""none""}",2
halibut gear,2
Mud sample H2O bottles,2
TrawlType=M.TR.143; WarpLengthInM=450,2
trawled dredge; subsamplingcoefficient: 0.07,2
Russian fishing boat,2
Bt 140',2
By scuba diver,2
ORI-100 net; wire out: S(17); towing duration: 30 min.; wire angle: 72 deg.,2
TrawlType=M.TR. 58; HorizontalOpeningInM=25; VerticalOpeningInM=12; WarpLengthInM=900,2
hydro photometer,2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Silver warehou"",""MitigationMethod"":""tori"","" baffler""}",2
SM-Grab,2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""White warehou"",""MitigationMethod"":""baffler""}",2
"Sampling Gear: Young-fish trawl, 200 cm in diameter at opening, 1mm mesh size, horizontal haul. Length of wire (m): 10. Duration of haul (minutes): 60",2
"DROP NET, FISH TRAP",2
250 BT,2
2 OTTER TRAWLS,2
Handline in 9 fathoms,2
"{""Method"":""trawl"",""CaptureMethod"":""unknown"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Barracouta"",""MitigationEquipment"":baffler""}",2
"20 FOOT, 1 INCH MESH TRI-NET",2
"OTTER TRAWL, WITH TWO 40-60 FOOT HEAD ROPES",2
ROLLER NET,2
BT 180,2
110/130 HIGH RISE TRAWL,2
140'-Bt,2
Night collecting.,2
"65 BY 6 FOOT, 1/4 IN. MESH BAG SEINE",2
"ROD AND REEL, SHRIMP AND CUT FISH BAIT",2
"{""Method"":""trawl"",""CaptureMethod"":""net"",""VesselLengthinMetres"":""17-28"",""TargetSpecies"":""Scampi"",""MitigationEquipment"":""tori, baffler""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":tori""}",2
"{""Method"":""trawl"",""CaptureMethod"":""warp or door"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Arrow squid"",""MitigationEquipment"":other""}",2
"{""Method"":""trawl"",""CaptureMethod"":""deck"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Smooth oreo"",""MitigationEquipment"":baffler""}",2
Shrimp basket fishing,2
"Night light on 'Marisla"".",2
0.5 mm screen,2
MRMLN001000000EA_METH_001,2
panel submerged -- Jun 1980,2
OTTER TRAWL #4,2
Aquaculture,2
Rotenone and dipnet,2
"Bongo net, water sample",2
SEINES AND ATARAYA (CAST NET),2
MRMLN00100000118_METH_001,2
"NATSUSHIMA/SHINKAI 2000/Slurp gun, Canister No.5",2
"Large dredge. Heavy pattern, 1.2 m. long.",2
"KAIYO/HYPER-DOLPHIN/Slurp gun, In the slurp canister",2
Bongo net | http://vocab.nerc.ac.uk/collection/L22/current/NETT0176 | Mesh size of 333 and 500 microns | Single net or net pair vertical tow (1) | Wiebe et al. (2015). A vocabulary for the configuration of net tows for collecting plankton and micronekton. J. Plankton Res. 37(1):21-27. doi:10.1093/plankt/fbu101,2
"NATSUSHIMA/SHINKAI 2000/Slurp gun, Canister 3",2
"NATSUSHIMA/SHINKAI 2000/Manipulator, Basket",2
COMMERCIAL POUND NET,2
BY HAND FROM CONCHS,2
"NATSUSHIMA/SHINKAI 2000/Slurp gun, canister #6",2
"NATSUSHIMA/HYPER-DOLPHIN/Manipulator, Black box",2
"KAIMEI/KM-ROV/Manipulator, inside of the left Box",2
MRMLN0020000000D_METH_001,2
transecto|colecta,2
MRCCW16300000059_METH_001,2
40 ft flat net,2
Draga de Elos I,2
episled,2
KAIMEI/KM-ROV/Push corer,2
NATSUSHIMA/HYPER-DOLPHIN/Gate sampler,2
By Placopecten trawler,2
"KAIMEI/KM-ROV/Manipulator, box",2
shark line,2
BMOC/bongo net,2
DNP(BA):DA(BA),2
DN:DA:K(SO),2
DAP(AV/BA),2
Trawls,2
market,2
DN:DA(K),2
DSN(10%):TR,2
DSN:DN:DA(BA),2
80'trawl,2
Anzuelo,2
DA:DSN(SO),2
MRMLN00100000128_METH_001,2
Longline (bottom-set),2
DN(BA):DN:DA(SO),2
54/74' fish trawl,2
NATSUSHIMA/HYPER-DOLPHIN/Gate sampler #2,2
50' beach seine,2
TR HA:DN:DA:K,2
TRQ:DSN:DA(BA):K,2
DSNP(AV):K,2
"25 ft. Baird seine, 3/8-1/4 in. mesh",2
open meter net,2
Filtración,2
high-speed pelagic trawl,2
caught at the surface,2
GearType = crab pots; set time=50hrs,2
NATSUSHIMA/HYPER-DOLPHIN/Animal trap,2
GearType =185 crab pots; set time=44hrs,2
GearType =221 crab pots; set time=53hrs,2
spear/diving,2
Shore collection on flat rock,2
"TUCKER TRAWL 1(DOUBLE OBLIQUE),335 MESH-BOUNCED 2X",2
marine reef biome,2
neuston tow,2
Collected at low-tide line,2
NATSUSHIMA/HYPER-DOLPHIN/#2 Canister,2
Vertical series; 1.2mm form,2
Shore and shallow lagoon collection,2
SHINSEI MARU/fishing lure,2
Isaacs-Kidd midwater trawl (hit bottom),2
YOKOSUKA/baited trap,2
"#2 Surber net, 1 square foot sampling",2
"NATSUSHIMA/HYPER-DOLPHIN/Slurp gun, Canister No.4 (No.3?)",2
"Trawl, drag 2",2
CARPET,2
longline and baited trap,2
scuba from 1 square foot,2
TrawlType=B.TR. 25; HorizontalOpeningInM=15; VerticalOpeningInM=3; WarpLengthInM=2500,2
"SHINSEI MARU/HYPER-DOLPHIN/Slurp gun, Canister 1, 2, 3",2
KAIREI/KAIKO/collected from scrap chains,2
wooden lobster pot,2
dynamite & rotenone,2
Derris root,2
52' roller net,2
60' double rig trawls & try net.,2
Night light & lift net.,2
70-ft trawl,2
65' fish trawl,2
dip station,2
72-ft benthic otter trawl,2
6-ft Tucker trawl,2
"DIPNET, NIGHT LIGHT",2
poison; net set at mouth with pounders upstream,2
rotenone - hook & line unsuccessful,2
"9 ft. Agassiz trawl, 19 in. boat dredge",2
"trawl, 55m cable",2
Electricl light.,2
dip-net,2
Dip net under deck light,2
GearType= Lachlan 50 (N70 scaled down),2
ORI-100 net; wire out: S(24) m; towing duration: 30 min.; wire angle: 57 deg.,2
trawled dredge; subsamplingcoefficient: 0.045,2
trawled dredge; subsamplingcoefficient: 0.65,2
trawled dredge; subsamplingcoefficient: 0.134,2
trawled dredge; subsamplingcoefficient: 0.367,2
trawled dredge; subsamplingcoefficient: 0.109,2
trawled dredge; subsamplingcoefficient: 0.059,2
Sampling Gear: Petersen trawl (=Young-fish trawl). Length of wire (m): 150,2
Sampling Gear: Petersen trawl (=Young-fish trawl). Length of wire (m): 40,2
Sampling Gear: Petersen trawl (=Young-fish trawl). Length of wire (m): 120,2
"pushnet, dipnets",2
"ring net, 308 micron mesh",2
Isaac-Kidds midwater trawl,2
"midwater trawl, night.",2
Rotenone & dip nets,2
35 ft. shrimp trawl,2
poly-nor'eastern bottom trawl,2
12 ft. shrimp trawl,2
"large otter trawl, 494 m wire out",2
"Bottom trawl, 480 m wire out.",2
poison in creek,2
By divers,2
trawl and dredge,2
